,acc_cyt,domains,Mycofactocin_RRE,mycofact_rSAM,mycofactocin,actino_HemFlav,mycofact_creat,mycofact_glyco,SDR_subfam_1,SDR_subfam_2,Pyr_redox_2,mycofact_OYE_2,mycofact_OYE_1,Reductase_C,Rv0697,GerE,Response_reg,TetR_N,ETF_alpha,HisKA_3,DNA_alkylation,ETF,Fe-ADH,GG-red-SF,AAA_5,mycofact_TetR,HTH_AsnC-type
WP_075022714.1,zzzzz87,"['Response_reg', 'GerE', 'HTH_10', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_glyco', 'HisKA', 'Ac_CoA_lig_AcsA', 'adk']",1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_030615113.1,zzzzz89,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'HxlR']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_145853129.1,zzzzzz0,"['OsmC', 'mycofact_glyco', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Clp_N']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_188782448.1,zzzzzz7,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HisKA_3', 'Fe-ADH']",1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_133867849.1,zzzzzz9,"['G3P_acyltransf', 'mycofact_rSAM', 'Mycofactocin_RRE', 'drrA', 'adh_short_C2', 'RHH_1']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_224123815.1,zzzz113,"['Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'npdG', 'PQ-loop', 'MtN3_slv', 'SPC12']",1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_037175312.1,zzzz116,"['actino_HemFlav', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'SCFA_trans', 'Ppx-GppA', 'DUF501', 'DivIC', 'eno', 'SLT_2']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_036300994.1,zzzz150,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Aldedh', 'Rxyl_3153']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_091043883.1,zzzz163,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Hydrolase_4', 'Lactamase_B', 'mycoS_dep_FDH', 'PA_CoA_Oxy5', 'P450_cycloAA_1']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_037144199.1,zzzz179,"['EAL', 'DICT', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'actino_HemFlav', 'Ribonuc_L-PSP']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_227759808.1,zzzz216,"['Methyltransf_3', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'AMP-binding', 'AMP-binding_C', 'HTH_18', 'DUF6597', 'ac_ac_CoA_syn']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_125781248.1,zzzz246,"['SDR_subfam_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_018157873.1,zzzz281,"['Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'AAA_5', 'AAA', 'VWA_CoxE']",1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_133413592.1,zzzz318,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF222', 'Pyr_redox_2', 'HTH_AsnC-type', 'AsnC_trans_reg', 'MarR', 'Sigma70_r4', 'HTH_11', 'SDR_subfam_1']",1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_183592384.1,zzzz363,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'npdG', 'MtN3_slv', 'PGPGW']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_195000027.1,zzzz377,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'Peptidase_S11']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_193928962.1,zzzz405,"['SDR_subfam_2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'Rxyl_3153', 'mycofactocin', 'FMN_nitrolo', 'MerR_1', 'MerD', 'Cep57_CLD_2', 'DUF1512', 'YlqD']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_094611844.1,zzzz430,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'actino_HemFlav', 'WD40', 'AAA_16', 'DnaA_homol_Hda', 'PQQ_ABC_repeats', 'HTH_31', 'PD40', 'Nbas_N', 'Proteasome_A_N']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_191246509.1,zzzz436,"['mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'TetR_N', 'RutR', 'TetR_C_11', 'NUDIX', 'NYN_YacP', 'ROK', 'ArsA_ATPase', 'ArsA_HSP20']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_163888366.1,zzzz563,"['DUF222', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'betaine_BetI']",1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WP_154613553.1,zzzz576,"['SSADH', 'catechol_dmpE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'HxlR', 'HTH_20', 'FtsX', 'PpiC_rel_mature']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_221329189.1,zzzz581,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'MLTR_LBD', 'HTH_31', 'AAA_16', 'Apidaecin', 'adh_short', '23BDH']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_091109831.1,zzzz616,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'CO_dehy_Mo_lg', 'FAD_binding_5', 'CO_deh_flav_C', 'COXG']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_219959695.1,zzzz658,"['PhnT2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'NDMA_methanol', 'AAA_5', 'CbbQ_C', 'VWA_CoxE']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_094695153.1,zzzz784,"['mycofactocin', 'VIGSSK', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_091799558.1,zzzz845,"['greA', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_creat', 'PaaX_trns_reg']",1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_057475711.1,zzzzz45,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'HisKA_3', 'Fe-ADH', 'VWA_CoxE', 'AAA_5', 'AAA_3', 'NDMA_methanol']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
WP_068368285.1,zzzzz77,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'actino_HemFlav']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_110342007.1,zzzzz84,"['ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'greA', 'Tex_N', 'Tex_YqgF', 'HHH_3', 'HHH_9', 'S1', 'HHH_6', 'TOBE_2']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
WP_207687447.1,zzzz142,"['Ni_insertion', 'AIRC', 'purE', 'TIGR00268', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'SDR_subfam_1', 'ParA', 'OrfB_Zn_ribbon', 'DUF362', 'DUF362', 'aprB']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_192933078.1,zzzz211,"['Mycofactocin_RRE', 'CNNM', 'CBS', 'CNNM', 'CorC_HlyC', 'CBS', 'DUF6416']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_009152872.1,zzzz243,"['ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'greA', 'Tex_N', 'Tex_YqgF', 'HHH_3', 'HHH_9', 'S1', 'HHH_6', 'GSHPx', 'gpx7', 'CobN-Mg_chel']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
WP_129179923.1,zzzz396,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'ECH_1']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_132876904.1,zzzz411,"['ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rxyl_3153', 'PEP_resp_reg', 'Sigma54_activ_2', 'AAA_22', 'HTH_23', 'Rv1155_F420', 'AcCoA-C-Actrans', 'OB_aCoA_assoc', 'DUF35_N']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
WP_199686871.1,zzzz438,"['HisKA_3', 'Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'AMP-binding', 'AMP-binding_C', 'PEP_resp_reg', 'ntrC', 'HTH_30', 'HTH_28', 'HTH_20']",1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
WP_123224741.1,zzzz483,"['SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'rSAM_for_selen', 'Mycofactocin_RRE', 'mycofactocin', 'MmgE_PrpD', 'MmgE_PrpD_C', 'adh_short_C2', 'HIBADH', 'adh_short_C2']",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_081238350.1,zzzz484,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'ECH_1', 'pimC_large', 'pimD_small']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_028925374.1,zzzz530,"['HTH_20', 'Sigma70_r4_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF2306', 'YvrJ', 'TetR_N', 'FAD_binding_3', 'Ubi-OHases', 'mycofact_TetR']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WP_135147066.1,zzzz721,"['mycofact_rSAM', 'Mycofactocin_RRE', 'FAD_binding_3', 'Se_ygfK', 'AAA_5', 'MCM', 'AAA_30', 'MOSC']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_055597778.1,zzzz738,"['mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_087623491.1,zzzz778,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_188543432.1,zzzz781,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'MarR_2', 'Sulfolobus_pRN', 'RelA_SpoT']",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_182379729.1,zzzz796,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_217001902.1,zzzz818,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Rxyl_3153', 'AAA_5', 'Cob-chelat-sub', 'VWA_CoxE', 'DUF2201']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_133753873.1,zzzz851,"['mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HisKA_3', 'Fe-ADH']",1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_086865320.1,zzzz855,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Creatininase']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_222633523.1,zzzz864,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'p450']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_124437537.1,zzzzz90,"['mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'NIR_SIR_ferr', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_224766793.1,zzzz206,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'SDR_subfam_1']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_123669696.1,zzzz209,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_creat', 'Rxyl_3153', 'mycofact_glyco', 'ptsS_2']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_052606848.1,zzzz228,"['mycofactocin', 'Mycofactocin_RRE', 'YoeB_toxin']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_163736201.1,zzzz267,"['mycofactocin', 'Mycofactocin_RRE', '3oxo_ACP_reduc', 'AMP-binding', 'AMP-binding_C', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_M', 'Acyl-CoA_dh_2', 'sulphoacet_xsc']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_166398157.1,zzzz297,"['mycofact_rSAM', 'mycofact_rSAM', 'mycofact_rSAM', 'Mycofactocin_RRE', 'SDR_subfam_1', 'mycofactocin', 'FeS_nifS']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_114453788.1,zzzz322,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_creat']",1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_155543855.1,zzzz346,"['LysR_substrate', 'HTH_5', 'DUF262', 'DUF1524', 'Mycofactocin_RRE', 'Rxyl_3153', 'PEP_resp_reg', 'propionate_PrpR', 'HTH_30', 'HTH_50', 'AAA_22', 'DUF1989', 'Fructosamin_kin']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_135425153.1,zzzz385,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', '4HBT', 'rplM_bact', 'Ribosomal_S9']",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_082934921.1,zzzz404,"['Mycofactocin_RRE', 'mycofactocin']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_210228683.1,zzzz432,"['SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'TetR_C_24', 'TetR_N', 'SGL']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_020518113.1,zzzz518,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'DoxX', 'Ricin_B_lectin', 'Cellulase']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_067217786.1,zzzz564,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'HTH_AsnC-type', 'AsnC_trans_reg', 'SDR_subfam_1']",1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_182379228.1,zzzz577,"['SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'MFS_3', 'MFS_1', 'adh_short_C2']",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_203784336.1,zzzz579,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'gas_vesic_GvpN', 'Mg_chelatase', 'VWA_2', 'acidobact_VWFA']",1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_038683233.1,zzzz637,"['VWA_CoxE', 'HalX', 'Methyltransf_25', 'MenG_MenH_UbiE', 'UbiG', 'Methyltransf_23', 'mycofactocin', 'SDR_subfam_1', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'Creatininase', 'mycofact_glyco', 'ovoA_Cterm', 'NUDIX', 'Rad50_zn_hook', 'FUR', 'CarboxypepD_reg']",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_153547669.1,zzzz659,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'Pyr_redox_3', 'EHN', 'Abhydrolase_1', 'protocat_pcaD', 'Aldedh', 'Pyr_redox_2', 'Reductase_C', 'Fer2', 'TF_pcaQ']",1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_040167478.1,zzzz677,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'SCM_rSAM_ScmE', 'Mycofactocin_RRE', 'mycofactocin', 'SDR_subfam_1', '3oxo_ACP_reduc', 'P450_cycloAA_1']",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_159663414.1,zzzz688,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'SpoIIE', 'PAS_4', 'HATPase_c_2', 'GAF_2', 'adh_short', 'SDR_subfam_1', 'Beta-lactamase', 'urea_trans_UrtE']",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_190262889.1,zzzz739,"['Mycofactocin_RRE', 'SDR_subfam_1', 'GG-red-SF', 'UDP-GALP_mutase', 'ETF_alpha', 'DUF5559', 'mycofact_OYE_2']",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_172833933.1,zzzz815,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_085258087.1,zzzz835,"['Pyr_redox_2', 'Reductase_C', '2-Hacid_dh_C', 'NAD_binding_2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'TetR_C_11']",1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
WP_106400114.1,zzzz847,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'TetR_N', 'betaine_BetI', 'leuA_yeast']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WP_045876159.1,zzzzz10,"['Mycofactocin_RRE', 'S4_2']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_143528577.1,zzzzz38,"['N6_N4_Mtase', 'KCNQ2_u3', 'mycofactocin', 'SDR_subfam_1', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Rxyl_3153', 'AAA_5', 'VWA_CoxE', 'AAA_16', 'actino_HemFlav', 'Creatininase', 'mycofact_glyco', 'Methyltransf_23', '2a6301s01', 'MnhB']",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_011566067.1,zzzzz94,"['actino_HemFlav', 'AAA_5', 'bpMoxR', 'AAA_16', 'ccmA', 'marine_srt_targ', 'Rxyl_3153', 'mycofact_rSAM', 'mycofact_MftB', 'SDR_subfam_1', 'mycofactocin', 'N6_N4_Mtase', 'KCNQ2_u3', 'panF', 'DUF3311', '4HBT_2']",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_026401609.1,zzzz114,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'crcB', 'DAO', 'adh_short_C2', 'adh_short_C2']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_221447069.1,zzzz120,"['mycofact_rSAM', 'Mycofactocin_RRE', 'Mo_ABC_porter', 'SBP_bac_11', 'Mop', 'TOBE', 'HTH_17']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_221216454.1,zzzz171,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'rSAM_QueE_gams', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'Pyr_redox', 'FeFe_hydrog_B1', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_085019161.1,zzzz176,"['Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'VWA_2', 'Cob-chelat-sub', 'marine_srt_targ', 'actino_HemFlav']",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_207400185.1,zzzz178,"['Methyltransf_2', 'Dimerisation2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_146341668.1,zzzz193,"['mycofact_glyco', 'TRX_reduct', 'mycofactocin', 'Mycofactocin_RRE']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_194782140.1,zzzz200,"['Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_creat']",1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_136707406.1,zzzz219,"['SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'PaaN-DH', 'PaaC-3OHAcCoADH']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_031053958.1,zzzz250,"['SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HisKA_3', 'HATPase_c_2']",1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
WP_132196231.1,zzzz256,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_119696167.1,zzzz266,"['VWA_2', 'AAA_5', 'MCM', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DHquinase_II', 'YhcG_C', 'DUF1016_N', 'PALP']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_197503306.1,zzzz275,"['Pyr_redox_2', 'Reductase_C', 'mycofactocin', 'Mycofactocin_RRE']",1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
