,prot_1,prot_2,counts
2214,actino_HemFlav,LIP,7
2215,HIBADH,mycofact_rSAM,7
2216,Fer4_13,Fer4,7
2217,Transp_cyt_pur,efflux_Bcr_CflA,7
2218,Orn_aminotrans,TrmB,7
2219,CoA_transf_3,DoxX,7
2220,nickel_nikB,nickel_nikC,7
2221,actino_HemFlav,RskA,7
2222,mycofact_creat,HTH_8,7
2223,nickel_nikE,mycofactocin,7
2224,HIBADH,mycofact_glyco,7
2225,IPTL_CTERM,TetR_N,7
2226,HIBADH,mycofactocin,7
2227,SDR_subfam_2,greA,7
2228,Fer4_13,Fer4_2,7
2229,mycofact_OYE_1,NUDIX,7
2230,mycofact_glyco,Glycos_transf_2,7
2231,SDR_subfam_1,RskA,7
2232,mycofact_glyco,RskA,7
2233,AAA_18,Fe-ADH,6
2234,Methyltransf_11,DUF222,6
2235,Creatininase,Methyltransf_23,6
2236,Methyltransf_11,pcaR_pcaU,6
2237,CobT_C,VWA_2,6
2238,Mycofactocin_RRE,HTH_AraC,6
2239,HTH_31,Methyltransf_11,6
2240,NUDIX,NYN_YacP,6
2241,drrB,drrA,6
2242,mycofact_creat,ROK,6
2243,EAL,SEC-C,6
2244,mycofact_TetR,NYN_YacP,6
2245,Methyltransf_12,mycofact_glyco,6
2246,quinone_pig3,mycofact_TetR,6
2247,Malic_M,TetR_N,6
2248,TsaE,NDMA_methanol,6
2249,actino_HemFlav,AraC_binding_2,6
2250,mycofact_OYE_1,NYN_YacP,6
2251,Rxyl_3153,EAL,6
2252,NDMA_methanol,AAA_18,6
2253,mycofactocin,AraC_binding_2,6
2254,mycofact_glyco,AraC_binding_2,6
2255,AAA_18,HisKA_3,6
2256,actino_HemFlav,tdh,6
2257,mycofact_rSAM,NYN_YacP,6
2258,Mycofactocin_RRE,NYN_YacP,6
2259,mycofactocin,NYN_YacP,6
2260,Mycofactocin_RRE,HIBADH,6
2261,ntrC,Rxyl_3153,6
2262,Methyltransf_12,mycofactocin,6
2263,mycofact_OYE_2,NYN_YacP,6
2264,mycofactocin,CobT_C,6
2265,AAA_18,GerE,6
2266,HisKA_3,adh_short,6
2267,TetR_C_1,Pyrid_ox_like,6
2268,malic,TetR_N,6
2269,mycofact_creat,Sigma70_r4_2,6
2270,drrB,Mycofactocin_RRE,6
2271,drrB,Pyrid_ox_like,6
2272,mycofact_rSAM,AraC_binding_2,6
2273,AAA_5,TsaE,6
2274,GerE,pcaR_pcaU,6
2275,TsaE,mycofactocin,6
2276,drrB,mycofact_rSAM,6
2277,HisKA_3,4hydroxCoAred,6
2278,MarR_2,DDAH_eukar,6
2279,VWA_CoxE,TsaE,6
2280,mycofactocin,ROK,6
2281,nickel_nikE,mycofact_rSAM,6
2282,greA,ilvD,6
2283,Aldedh,adh_short,6
2284,Aldedh,Fer4_13,6
2285,Tex_N,HHH_3,6
2286,mycofact_creat,MmgE_PrpD_C,6
2287,actino_HemFlav,MmgE_PrpD_C,6
2288,Tex_YqgF,S1,6
2289,Beta-lactamase,Rv0697,6
2290,mycofact_TetR,Cob-chelat-sub,6
2291,mycofact_OYE_1,HHH_3,6
2292,Fer4,Fer4_6,6
2293,Tex_YqgF,HHH_9,6
2294,SDR_subfam_2,Tex_YqgF,6
2295,mycofact_rSAM,HHH_3,6
2296,S1,ilvD,6
2297,mycofact_creat,MmgE_PrpD,6
2298,Fe-ADH,HTH_38,6
2299,actino_HemFlav,MmgE_PrpD,6
2300,mycofactocin,HHH_3,6
2301,greA,HHH_3,6
2302,mycofactocin,ilvD,6
2303,mycofact_rSAM,ilvD,6
2304,RutR,mycofact_creat,6
2305,mycofact_glyco,TPR_19,6
2306,mycofact_rSAM,HHH_9,6
2307,greA,S1,6
2308,mycofact_rSAM,TOBE_2,6
2309,HHH_3,S1,6
2310,Reductase_C,RskA,6
2311,greA,HHH_9,6
2312,mycofactocin,TOBE_2,6
2313,HHH_3,HHH_9,6
2314,RutR,mycofact_TetR,6
2315,SDR_subfam_2,Amidohydro_3,6
2316,mycofact_rSAM,ROK,6
2317,SDR_subfam_2,Tex_N,6
2318,Mycofactocin_RRE,HHH_3,6
2319,Tex_N,ilvD,6
2320,mycofact_OYE_2,Tex_N,6
2321,mycofact_OYE_1,ilvD,6
2322,mycofact_OYE_2,S1,6
2323,mycofact_OYE_2,greA,6
2324,mycofact_OYE_2,HHH_9,6
2325,Amidohydro_3,ECH_1,6
2326,mycofact_glyco,PqqA,6
2327,HHH_9,ilvD,6
2328,SDR_subfam_2,HHH_3,6
2329,mycofact_OYE_1,S1,6
2330,HHH_3,ilvD,6
2331,AAA_5,UPF0225,6
2332,mycofact_TetR,FA_desaturase,6
2333,mycofact_rSAM,MmgE_PrpD,6
2334,Mycofactocin_RRE,Tex_N,6
2335,mycofactocin,TPR_19,6
2336,Mycofactocin_RRE,S1,6
2337,Tex_YqgF,HHH_3,6
2338,mycofact_rSAM,TPR_19,6
2339,Acetyltransf_1,NDMA_methanol,6
2340,Rv0697,Response_reg,6
2341,Rv0697,MLTR_LBD,6
2342,mycofact_creat,MLTR_LBD,6
2343,SDR_subfam_2,ilvD,6
2344,HTH_20,SDR_subfam_1,6
2345,mycofact_OYE_1,Tex_YqgF,6
2346,Phosphodiest,Acetyltransf_1,6
2347,mycofact_OYE_2,ilvD,6
2348,mycofact_TetR,Tex_YqgF,6
2349,Mycofactocin_RRE,TPR_19,6
2350,mycofact_OYE_1,Tex_N,6
2351,mycofact_creat,FA_desaturase,6
2352,DUF1707,actino_HemFlav,6
2353,actino_HemFlav,MLTR_LBD,6
2354,mycofact_TetR,Tex_N,6
2355,mycofact_TetR,MmgE_PrpD_C,6
2356,mycofact_TetR,Mg_chelatase,6
2357,SDR_subfam_2,S1,6
2358,Tex_YqgF,ilvD,6
2359,SDR_subfam_2,HHH_9,6
2360,mycofactocin,EutB,6
2361,mycofact_rSAM,ABC2_membrane,6
2362,DUF1707,UPF0225,6
2363,SDR_subfam_2,TOBE_2,6
2364,DUF1707,mycofact_creat,6
2365,Acetyltransf_1,SDR_subfam_1,6
2366,DUF1707,SEC-C,6
2367,mycofact_TetR,MmgE_PrpD,6
2368,FAD_binding_3,DUF1707,6
2369,mycofact_glyco,MLTR_LBD,6
2370,Rxyl_3153,DUF1707,6
2371,mycofact_rSAM,MmgE_PrpD_C,6
2372,DUF1707,Pyrid_ox_like,6
2373,mycofact_TetR,S1,6
2374,mycofact_TetR,EutB,6
2375,mycofact_OYE_2,Tex_YqgF,6
2376,mycofact_TetR,HHH_3,6
2377,EAL,UPF0225,6
2378,Sirohm_synth_M,mycofact_creat,6
2379,COesterase,Sig70_famx2,6
2380,COesterase,Glyoxalase_6,6
2381,mycofact_creat,AAA_18,6
2382,drrA,TetR_C_1,6
2383,Mycofactocin_RRE,chaperone_ClpB,6
2384,mycofact_creat,HTH_18,6
2385,26Sp45,actino_HemFlav,6
2386,mycofact_creat,DprA_WH,6
2387,AMP-binding_C,TetR_N,6
2388,DUF4131,mycofact_rSAM,6
2389,GAF_2,TetR_N,6
2390,actino_HemFlav,HTH_5,6
2391,Mycofactocin_RRE,CobT_C,6
2392,MarR_2,Orn_aminotrans,6
2393,Sirohm_synth_M,mycofact_glyco,6
2394,mycofact_rSAM,CobT_C,6
2395,Sirohm_synth_M,mycofact_rSAM,6
2396,Sirohm_synth_M,Mycofactocin_RRE,6
2397,Sirohm_synth_M,Sig70_famx2,6
2398,Sirohm_synth_M,DUF2332,6
2399,Sirohm_synth_M,Glyoxalase_6,6
2400,Glyoxalase_6,AsnC_trans_reg,6
2401,Orn_aminotrans,SDR_subfam_1,6
2402,Beta-lactamase,TetR_N,6
2403,TsaE,mycofact_creat,6
2404,mycofactocin,chaperone_ClpB,6
2405,drrB,mycofactocin,6
2406,HisKA_3,CO_dehy_Mo_lg,6
2407,AAA_5,am_tr_V_VC1184,6
2408,SnoaL_2,PA_CoA_Oxy5,6
2409,DUF222,Sig70_famx2,6
2410,DUF222,Glyoxalase_6,6
2411,mycofact_creat,HxlR,6
2412,drrA,Pyrid_ox_like,6
2413,drrB,TetR_C_1,6
2414,COesterase,HTH_AsnC-type,6
2415,TsaE,mycofact_rSAM,6
2416,TsaE,Mycofactocin_RRE,6
2417,mycofact_glyco,Sigma70_r4_2,6
2418,mycofact_creat,MerR,6
2419,AAA_5,chaperone_ClpB,6
2420,MarR,DUF222,6
2421,MbtH,TetR_C_1,6
2422,AMP-binding,GAF_2,6
2423,MbtH,GAF,6
2424,Aldedh,TetR_N,6
2425,Sirohm_synth_M,mycofact_TetR,6
2426,mycofact_rSAM,S1,6
2427,Sirohm_synth_M,Rv0697,6
2428,greA,Tex_N,6
2429,mycofact_TetR,HHH_9,6
2430,nickel_nikD,Mycofactocin_RRE,6
2431,mycofactocin,S1,6
2432,GMC_mycofac_2,RskA,6
2433,mycofactocin,HHH_9,6
2434,actino_HemFlav,Trans_reg_C,6
2435,Tex_N,Tex_YqgF,6
2436,Mycofactocin_RRE,HHH_9,6
2437,Mycofactocin_RRE,TOBE_2,6
2438,mycofact_rSAM,Tex_YqgF,6
2439,HHH_9,S1,6
2440,mycofact_TetR,ilvD,6
2441,NDMA_methanol,RuvB_N,6
2442,Tex_N,S1,6
2443,mycofact_creat,RuvB_N,6
2444,greA,Tex_YqgF,6
2445,mycofact_glyco,RuvB_N,6
2446,Tex_N,HHH_9,6
2447,mycofact_OYE_1,HHH_9,6
2448,Mycofactocin_RRE,ilvD,6
2449,mycofactocin,Tex_N,6
2450,mycofact_rSAM,Tex_N,6
2451,nickel_nikD,mycofactocin,6
2452,malic,mycofact_rSAM,6
2453,mycofact_glyco,ROK,6
2454,Sirohm_synth_M,actino_HemFlav,6
2455,Sirohm_synth_M,mycofactocin,6
2456,drrB,mycofact_TetR,6
2457,Malic_M,mycofact_creat,6
2458,Malic_M,mycofact_TetR,6
2459,DUF4131,mycofactocin,6
2460,Malic_M,Rv0697,6
2461,RutR,mycofact_glyco,6
2462,malic,Mycofactocin_RRE,6
2463,mycofact_OYE_1,greA,6
2464,AsnC_trans_reg,efflux_EmrB,6
2465,Malic_M,mycofact_rSAM,6
2466,Malic_M,Mycofactocin_RRE,6
2467,malic,mycofact_creat,6
2468,malic,mycofact_TetR,6
2469,malic,Rv0697,6
2470,Polyketide_cyc2,SDR_subfam_2,6
2471,mycofact_TetR,CobT_C,6
2472,mycofact_OYE_2,HHH_3,6
2473,Malic_M,mycofactocin,6
2474,Pyr_redox_2,HTH_24,6
2475,mycofact_rSAM,Hemerythrin,6
2476,AA-adenyl-dom,mycofact_TetR,6
2477,AAA_16,mycofact_creat,6
2478,Condensation,actino_HemFlav,6
2479,actino_HemFlav,AAA,6
2480,ccpA,mycofactocin,6
2481,SDR_subfam_2,AAA,6
2482,adk,Methyltransf_11,6
2483,Pyr_redox_2,Methyltransf_11,6
2484,ccpA,Mycofactocin_RRE,6
2485,CO_dehy_Mo_lg,COXG,6
2486,Methyltransf_25,LysR_substrate,6
2487,Fer4_2,P450_rel_GT_act,6
2488,RuvB_N,HisKA_3,6
2489,glut_race,mycofact_creat,6
2490,Pyr_redox_2,mycofact_OYE_2,6
2491,Methyltransf_25,CbbQ_C,6
2492,glut_race,SDR_subfam_1,6
2493,GerE,Acetyltransf_1,6
2494,Fer4_2,DAO,6
2495,Methyltransf_11,Gpr1_Fun34_YaaH,6
2496,SPW,Methyltransf_11,6
2497,HTH_3,HTH_31,6
2498,HTH_Tnp_ISL3,2A0306,6
2499,OB_aCoA_assoc,mycofactocin,6
2500,mycofact_rSAM,BPD_transp_1,6
2501,2A0305,Mycofactocin_RRE,6
2502,AMP-binding,TetR_C_1,6
2503,2A0305,mycofact_rSAM,6
2504,Cupin_2,mycofact_glyco,6
2505,mycofactocin,Acyl-CoA_dh_2,6
2506,AAA_18,Response_reg,6
2507,AMP-binding,SPW,6
2508,actino_HemFlav,npdG,6
2509,actino_HemFlav,ABM,6
2510,mycofactocin,Rieske,6
2511,mycofact_rSAM,Rieske,6
2512,mycofact_glyco,Rieske,6
2513,TetR_N,HTH_3,6
2514,SnoaL_4,mycofact_creat,6
2515,SDR_subfam_1,NDMA_methanol,6
2516,OB_aCoA_assoc,Mycofactocin_RRE,6
2517,ligase_PEP_1,alpha_am_amid,6
2518,PhyH,Rv0697,6
2519,MarR,PhyH,6
2520,Glyoxalase_6,PhyH,6
2521,actino_HemFlav,BPD_transp_2,6
2522,PhyH,mycofact_creat,6
2523,NDMA_methanol,Aldo_ket_red,6
2524,ligase_PEP_1,Condensation,6
2525,Mycofactocin_RRE,MR_MLE_C,6
2526,Rxyl_3153,Isochorismatase,6
2527,Sig70_famx2,PhyH,6
2528,PhyH,CYP450_TxtE,6
2529,mycofactocin,HAMP,6
2530,DUF779,Fe-ADH,6
2531,DDAH_eukar,PhyH,6
2532,EAL,mycofact_glyco,6
2533,Rxyl_3153,HTH_8,6
2534,CobN-Mg_chel,greA,6
2535,Mycofactocin_RRE,npdG,6
2536,SDR_subfam_1,Glyoxalase,6
2537,alpha_am_amid,mycofact_TetR,6
2538,DUF779,HisKA_3,6
2539,SnoaL_4,mycofact_TetR,6
2540,Pyr_redox,mycofact_rSAM,6
2541,Pyr_redox,Mycofactocin_RRE,6
2542,2A0305,actino_HemFlav,6
2543,Pyr_redox,mycofactocin,6
2544,glut_race,Methyltransf_11,6
2545,sensory_box,mycofact_glyco,6
2546,GerE,HTH_IclR,6
2547,Fer4,P450_cycloAA_1,6
2548,SPW,mycofact_creat,6
2549,PhyH,mycofact_glyco,6
2550,2A0305,Rv0697,6
2551,Rxyl_3153,efflux_Bcr_CflA,6
2552,Thioesterase,PA_CoA_Oxy5,6
2553,mycofact_TetR,npdG,6
2554,PhyH,actino_HemFlav,6
2555,HNH,mycofact_TetR,6
2556,OB_aCoA_assoc,mycofact_rSAM,6
2557,Fer4,GerE,6
2558,HNH,GerE,6
2559,mycofact_TetR,MerR_1,6
2560,mycofact_TetR,LacI,6
2561,VWA_CoxE,am_tr_V_VC1184,6
2562,FAD_binding_2,Mycofactocin_RRE,6
2563,mycofact_glyco,SelP_N,6
2564,cztS_silS_copS,mycofact_glyco,6
2565,adk,Methyltransf_25,6
2566,cztS_silS_copS,mycofactocin,6
2567,AFOR_C,mycofact_rSAM,6
2568,AFOR_C,Mycofactocin_RRE,6
2569,mycofact_OYE_1,am_tr_V_VC1184,6
2570,actino_HemFlav,SelP_N,6
2571,mycofact_TetR,RelB,6
2572,cztS_silS_copS,Mycofactocin_RRE,6
2573,mycofact_creat,mft_etfB,6
2574,SGL,mycofactocin,6
2575,SnoaL_4,actino_HemFlav,6
2576,actino_HemFlav,TetR_C_14,6
2577,DUF779,HATPase_c_2,6
2578,mycofact_creat,TetR_C_31,6
2579,GerE,HTH_28,6
2580,Abhydrolase_3,mycofactocin,6
2581,2_A_01_02,mycofactocin,6
2582,aprB,GG-red-SF,6
2583,Aldedh,HATPase_c_2,6
2584,mycofact_rSAM,TetR_C_14,6
2585,Mycofactocin_RRE,TetR_C_14,6
2586,Abhydrolase_3,Mycofactocin_RRE,6
2587,Abhydrolase_3,mycofact_rSAM,6
2588,2_A_01_02,Mycofactocin_RRE,6
2589,Fer4,NUDIX,6
2590,mycofact_OYE_2,betaine_BetI,6
2591,DUF779,actino_HemFlav,6
2592,Aldedh,Fe-ADH,6
2593,Mycofactocin_RRE,aprB,6
2594,2_A_01_02,mycofact_rSAM,6
2595,mycofact_OYE_2,am_tr_V_VC1184,6
2596,cztS_silS_copS,mycofact_rSAM,6
2597,Pyrid_ox_like,mycofact_OYE_1,6
2598,aprB,ETF_alpha,6
2599,2A0305,mycofact_creat,6
2600,mycofact_TetR,LIP,6
2601,EutB,2A0305,6
2602,mycofact_OYE_2,phoR_proteo,6
2603,2A0305,mycofact_glyco,6
2604,Condensation,mycofact_TetR,6
2605,mycofact_rSAM,HAMP,6
2606,EutB,Rv0697,6
2607,AFOR_C,mycofactocin,6
2608,SnoaL_4,mycofactocin,6
2609,SnoaL_4,mycofact_glyco,6
2610,mycofactocin,LIP,6
2611,SDR_subfam_1,LIP,6
2612,mycofactocin,Hemerythrin,6
2613,Aldedh,LysR_substrate,6
2614,actino_HemFlav,MR_MLE_C,6
2615,Glyoxalase_6,Malic_M,6
2616,actino_HemFlav,Rieske,6
2617,SnoaL_4,Mycofactocin_RRE,6
2618,SnoaL_4,mycofact_rSAM,6
2619,Rv0697,Acyl-CoA_dh_1,6
2620,EutB,Mycofactocin_RRE,6
2621,mycofact_TetR,HATPase_c,6
2622,3oxo_ACP_reduc,actino_HemFlav,6
2623,SGL,Mycofactocin_RRE,6
2624,Mycofactocin_RRE,Acyl-CoA_dh_2,6
2625,HTH_11,Rv0697,6
2626,SGL,mycofact_rSAM,6
2627,mft_etfB,aprB,6
2628,AAA_5,FAD_binding_3,6
2629,Mycofactocin_RRE,Hemerythrin,6
2630,mycofact_rSAM,npdG,6
2631,SelP_N,Methyltransf_11,6
2632,actino_HemFlav,COXG,6
2633,AFOR_N,AFOR_C,6
2634,HTH_Tnp_ISL3,Usp,6
2635,mycofactocin,npdG,6
2636,NUDIX,mycofact_creat,6
2637,mft_etfB,GerE,6
2638,mycofactocin,TetR_C_14,6
2639,FAD_binding_3,PqqA,6
2640,2A0106,mycofact_TetR,6
2641,mycofact_creat,Pyr_redox_3,6
2642,MaoC_dehydrat_N,mycofact_rSAM,6
2643,actino_HemFlav,Pyr_redox_3,6
2644,26Sp45,Methyltransf_25,6
2645,MaoC_dehydrat_N,Mycofactocin_RRE,6
2646,MaoC_dehydrat_N,actino_HemFlav,6
2647,MaoC_dehydrat_N,mycofactocin,6
2648,AAA_16,mycofact_TetR,6
2649,TetR_C_24,SDR_subfam_2,6
2650,TrmB,efflux_EmrB,6
2651,AAA_5,Aldo_ket_red,6
2652,TrmB,Glyoxalase_6,6
2653,Methyltransf_23,mycofact_TetR,6
2654,Response_reg,gas_vesic_GvpN,6
2655,Response_reg,adh_short,6
2656,TrmB,Sig70_famx2,6
2657,GntR,VWA_CoxE,6
2658,GerE,Transp_cyt_pur,6
2659,AbiEi_1,mycofact_creat,6
2660,AFOR_N,Mycofactocin_RRE,6
2661,adh_short,mycofact_OYE_2,6
2662,AFOR_N,mycofact_rSAM,6
2663,HTH_Crp_2,mycofact_glyco,6
2664,FCD,actino_HemFlav,6
2665,DSBA,mycofact_rSAM,6
2666,DSBA,Mycofactocin_RRE,6
2667,adh_short_C2,Reductase_C,6
2668,ETF_alpha,phoR_proteo,6
2669,TetR_N,DUF5826,6
2670,efflux_EmrB,PGDH,6
2671,Mycofactocin_RRE,Acetyltransf_6,6
2672,mycofactocin,Acetyltransf_6,6
2673,TetR_C_11,Asp_Glu_race,6
2674,adh_short_C2,Fer4_13,6
2675,PEP_resp_reg,mycofactocin,6
2676,PA_CoA_Oxy5,Response_reg,6
2677,mycofact_glyco,Fer4_6,6
2678,3oxo_ACP_reduc,mycofact_TetR,6
2679,Asp_Glu_race,Sig70_famx2,6
2680,Usp,Rv0697,6
2681,Glyoxalase,actino_HemFlav,6
2682,HTH_Tnp_ISL3,CYP450_TxtE,6
2683,AAA,Methyltransf_11,6
2684,adh_short,mycofact_OYE_1,6
2685,SDR_subfam_2,Bac_luciferase,6
2686,Voltage_CLC,actino_HemFlav,6
2687,mycofact_rSAM,chaperone_ClpB,6
2688,TetR_C_24,PA_CoA_Oxy5,6
2689,GG-red-SF,phoR_proteo,6
2690,PAS_4,SpoIIE,6
2691,malic,mycofactocin,6
2692,2A0306,mycofact_glyco,6
2693,LysR_substrate,Rxyl_3153,6
2694,actino_HemFlav,efflux_Bcr_CflA,6
2695,Glyoxalase_6,malic,6
2696,mycofact_glyco,HTH_18,6
2697,Pyr_redox_2,Malic_M,6
2698,actino_HemFlav,Creatininase,6
2699,UPF0225,Isochorismatase,6
2700,SDR_subfam_2,NYN_YacP,6
2701,Pyr_redox_2,malic,6
2702,Voltage_CLC,SDR_subfam_1,6
2703,Voltage_CLC,Mycofactocin_RRE,6
2704,Voltage_CLC,mycofact_rSAM,6
2705,MerR,mycofact_glyco,6
2706,actino_HemFlav,HTH_8,6
2707,MaoC_dehydratas,mycofact_glyco,6
2708,2A0306,Rv0697,6
2709,mycofact_TetR,Bac_luciferase,6
2710,PA_CoA_Oxy5,GerE,6
2711,DNA_alkylation,mycofact_OYE_1,6
2712,VWA_CoxE,ntrC,6
2713,DNA_alkylation,mycofact_OYE_2,6
2714,PA_CoA_Oxy5,DoxX,6
2715,SDR_subfam_2,Glyoxalase_6,6
2716,NDMA_methanol,mycofact_OYE_1,6
2717,Glycos_transf_2,Mycofactocin_RRE,6
2718,TetR_N,Amidohydro_2,6
2719,ETF,phoR_proteo,6
2720,2A0306,mycofact_creat,6
2721,TetR_N,TPR_MalT,6
2722,actino_HemFlav,Transp_cyt_pur,6
2723,mycofact_rSAM,Acetyltransf_6,6
2724,mycofact_creat,Acetyltransf_6,6
2725,mycofact_rSAM,LacI,6
2726,Pkinase,mycofactocin,6
2727,Mycofactocin_RRE,ROK,6
2728,TOMM_kin_cyc,mycofactocin,6
2729,TPR_MalT,mycofact_TetR,6
2730,mycofact_glyco,AAA_30,6
2731,AMP-binding,glut_race,6
2732,COesterase,Reductase_C,6
2733,TOMM_kin_cyc,Mycofactocin_RRE,6
2734,mycofactocin,MR_MLE_C,6
2735,Pkinase,mycofact_rSAM,6
2736,Fer4,VWA_CoxE,6
2737,TPR_12,mycofactocin,6
2738,Pkinase,Mycofactocin_RRE,6
2739,Mycofactocin_RRE,LacI,6
2740,AAA_16,VWA_CoxE,6
2741,DoxX_3,Rv1155_F420,6
2742,AFOR_N,mycofactocin,6
2743,TPR_12,Mycofactocin_RRE,6
2744,RskA,DNA_alkylation,6
2745,TPR_MalT,Rv0697,6
2746,SDR_subfam_2,Acyl-CoA_dh_M,6
2747,Cupin_2,mycofact_TetR,6
2748,GntR,HTH_Crp_2,6
2749,MarR_2,SDR_subfam_2,6
2750,mycofact_rSAM,tdh,6
2751,Pyr_redox,mycofact_TetR,6
2752,adh_short,PA_CoA_Oxy5,6
2753,CobN-Mg_chel,Mycofactocin_RRE,6
2754,Acyl-CoA_dh_N,Acyl-CoA_dh_M,6
2755,Amidohydro_2,SDR_subfam_2,6
2756,mycofact_creat,SigE-fam_strep,6
2757,FCD,mycofact_rSAM,6
2758,AAA_30,VWA_CoxE,6
2759,Pkinase,mycofact_glyco,6
2760,mycofact_OYE_2,Rv0697,6
2761,mycofact_rSAM,MR_MLE_C,6
2762,mycofactocin,LacI,6
2763,TetR_N,LacI,6
2764,gas_vesic_GvpN,SDR_subfam_1,6
2765,26Sp45,mycofact_glyco,6
2766,PAS_4,mycofact_glyco,6
2767,GerE,AAA_30,5
2768,mycofact_rSAM,DUF2201,5
2769,am_tr_V_VC1184,Isochorismatase,5
2770,SpoIIE,mycofact_TetR,5
2771,HATPase_c,SDR_subfam_2,5
2772,mycofact_creat,DUF3040,5
2773,VWA_CoxE,AMP-binding_C,5
2774,NDMA_methanol,TAT_signal,5
2775,FAD_binding_2,mycofact_rSAM,5
2776,P450_cycloAA_1,SDR_subfam_2,5
2777,mycofact_OYE_2,TAT_signal,5
2778,mycofact_glyco,TsaE,5
2779,GerE,TPR_19,5
2780,Mycofactocin_RRE,proV,5
2781,Aldedh,HTH_1,5
2782,GAF_2,SpoIIE,5
2783,SDR_subfam_1,efflux_Bcr_CflA,5
2784,Rxyl_3153,PqqA,5
2785,GGDEF,EAL,5
2786,GGDEF,Peripla_BP_2,5
2787,FAD_binding_3,Polyketide_cyc2,5
2788,mycofact_creat,BPD_transp_1,5
2789,actino_HemFlav,DUF3040,5
2790,mft_etfB,greA,5
2791,AAA_5,TAT_signal,5
2792,mft_etfB,HHH_6,5
2793,Mycofactocin_RRE,DUF2201,5
2794,AAA_5,pcaR_pcaU,5
2795,TsaE,HisKA_3,5
2796,mycofact_creat,BPD_transp_2,5
2797,actino_HemFlav,MerR_1,5
2798,FAD_binding_2,mycofactocin,5
2799,EF-G,SHOCT,5
2800,mycofactocin,DUF2201,5
2801,RuvB_N,Response_reg,5
2802,mycofact_creat,Amidohydro_3,5
2803,Mycofactocin_RRE,DUF3040,5
2804,Cupin_2,mycofact_creat,5
2805,TsaE,GerE,5
2806,DUF2201,actino_HemFlav,5
2807,mycofact_TetR,BPD_transp_2,5
2808,AAA_5,AMP-binding_C,5
2809,Phosphodiest,TAT_signal,5
2810,Voltage_CLC,mycofact_TetR,5
2811,AHSA1,SDR_subfam_1,5
2812,Rxyl_3153,PEP_resp_reg,5
2813,PqqA,SEC-C,5
2814,VWA_CoxE,AMP-binding,5
2815,GAF,SDR_subfam_2,5
2816,mycofact_glyco,BPD_transp_2,5
2817,SDR_subfam_2,Sigma70_r4_2,5
2818,mycofact_glyco,BPD_transp_1,5
2819,DUF4442,SDR_subfam_1,5
2820,VWA_2,Methyltransf_11,5
2821,GMC_mycofac_2,TetR_N,5
2822,CobN-Mg_chel,SDR_subfam_2,5
2823,TAT_signal,SBP_bac_5,5
2824,PqqA,UPF0225,5
2825,RuvB_N,GerE,5
2826,VWA_CoxE,TAT_signal,5
2827,mycofactocin,proV,5
2828,RuvB_N,Fe-ADH,5
2829,Ribonuc_L-PSP,GerE,5
2830,TsaE,Response_reg,5
2831,mycofactocin,RibD_C,5
2832,mycofact_rSAM,TPR_2,5
2833,Isochorismatase,SEC-C,5
2834,PqqA,actino_HemFlav,5
2835,HisKA_3,Acetyltransf_1,5
2836,Reductase_C,PhyH,5
2837,Rxyl_3153,am_tr_V_VC1184,5
2838,SpoIIE,mycofact_glyco,5
2839,AAA_5,AMP-binding,5
2840,PhyH,TetR_N,5
2841,Mycofactocin_RRE,RibD_C,5
2842,mycofact_rSAM,DUF3040,5
2843,mycofactocin,DUF3040,5
2844,Response_reg,AAA_30,5
2845,SpoIIE,mycofact_creat,5
2846,NAD_binding_8,TetR_N,5
2847,mycofact_TetR,DUF2201,5
2848,PAS_4,mycofact_rSAM,5
2849,bpMoxR,mycofact_TetR,5
2850,PAS_4,GAF_2,5
2851,DUF2201,mycofact_creat,5
2852,efflux_Bcr_CflA,PqqA,5
2853,mycofact_rSAM,RibD_C,5
2854,mycofact_TetR,DUF3040,5
2855,GerE,LysR_substrate,5
2856,TetR_N,Fe-ADH,5
2857,mycofact_rSAM,Fer4_15,5
2858,LPOR,Mycofactocin_RRE,5
2859,LPOR,mycofact_rSAM,5
2860,Bac_luciferase,SDR_subfam_1,5
2861,HTH_AsnC-type,HTH_11,5
2862,Rxyl_3153,Cob-chelat-sub,5
2863,HTH_11,efflux_EmrB,5
2864,Sigma70_r4,DUF222,5
2865,Phage_integrase,mycofactocin,5
2866,AAA_16,Response_reg,5
2867,actino_HemFlav,Amino_oxidase,5
2868,TetR_N,Pyr_redox_3,5
2869,Phage_integrase,actino_HemFlav,5
2870,mycofactocin,Fer4_15,5
2871,actino_HemFlav,nickel_nikE,5
2872,HTH_24,DDAH_eukar,5
2873,glut_race,TPR_MalT,5
2874,Response_reg,LysR_substrate,5
2875,Asp_Glu_race,HTH_Tnp_ISL3,5
2876,HTH_24,SDR_subfam_1,5
2877,HTH_24,Sigma70_r4,5
2878,SDR_subfam_2,TetR_C_11,5
2879,Mycofactocin_RRE,Fer4_15,5
2880,mycofact_creat,DUF4131,5
2881,mycofact_glyco,Acyl-CoA_dh_M,5
2882,Pyr_redox_2,TPR_MalT,5
2883,zinc_ribbon_2,Mycofactocin_RRE,5
2884,mycofactocin,formate_TAT,5
2885,TetR_C_11,AsnC_trans_reg,5
2886,mycofact_glyco,Acyl-CoA_dh_N,5
2887,Phage_integrase,Mycofactocin_RRE,5
2888,Abhydrolase_6,Pyr_redox_2,5
2889,mycofact_creat,prpB,5
2890,zinc_ribbon_2,mycofactocin,5
