,acc_cyt,domains,mycofactocin,Mycofactocin_RRE,mycofact_rSAM,mycofact_TetR,actino_HemFlav,mycofact_glyco,mycofact_creat,SDR_subfam_1,Rv0697,TetR_N,Pyr_redox_2,SDR_subfam_2,AAA_5,VWA_CoxE,Reductase_C,GerE,mycofact_OYE_2,Response_reg,NDMA_methanol,PA_CoA_Oxy5,HisKA_3,mycofact_OYE_1,Methyltransf_11,efflux_EmrB,Fe-ADH
WP_062398180.1,zzzzz24,"['FAD_binding_5', 'CO_deh_flav_C', 'CO_dehy_Mo_lg', '4hydroxCoAred', 'mycofact_glyco', 'Phosphodiest', 'mycofact_creat', 'mycofact_OYE_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF952', 'Acetyltransf_1', 'NDMA_methanol', 'AAA_5', 'VWA_CoxE', 'FMN_reduc_MsuE', 'SBP_bac_5', 'TAT_signal']",1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
WP_169182257.1,zzzzz27,"['PRK', 'udk', 'AAA_16', 'Response_reg', 'GerE', 'HisKA_3', 'RuBisCO_large', 'RuBisCO_large_N', 'RuBisCO_small', 'cbbX_cfxQ', 'LysR_substrate', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'GntR', 'DUF6074', 'AbiEi_1', 'DUF6003', 'adh_short', 'NDMA_methanol', 'gas_vesic_GvpN', 'AAA_5', 'VWA_CoxE', 'Spectrin']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0
WP_017617743.1,zzzzz58,"['aden_deam', 'MFS_1', '2_A_01_02', 'SoxH_rel_PQQ_2', 'OrfB_IS605', 'OrfB_Zn_ribbon', 'Stc1', 'HTH_OrfB_IS605', 'Abhydrolase_6', 'Uma2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'TPP_enzyme_M', 'GG-red-SF', 'DAO', 'FeFe_hydrog_B1', 'zf-C2H2_11', 'betaine_BetI']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_207223674.1,zzzzz72,"['CO_dehy_Mo_lg', '4hydroxCoAred', 'mycofact_glyco', 'Phosphodiest', 'mycofact_creat', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF952', 'Acetyltransf_1', 'DUF1205', 'NDMA_methanol', 'gas_vesic_GvpN', 'VWA_CoxE', 'NDMA_methanol', 'AAA_5', 'AAA', 'VWA_CoxE']",1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
WP_050982591.1,zzzzz95,"['DDAH_eukar', 'Pyr_redox_2', 'Glyoxalase_6', 'Malic_M', 'malic', 'mycofactocin', 'actino_HemFlav', 'mycofact_glyco', 'efflux_EmrB', 'TetR_N', 'TetR_C_11', 'CYP450_TxtE', 'P450_rel_GT_act']",1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_055792608.1,zzzz125,"['Rv1155_F420', 'GMC_mycofac_2', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'CD24', 'DUF3482', 'DNA_alkylation', 'Pyr_redox_2', 'Reductase_C', 'CLSTN_C']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_107477842.1,zzzz202,"['4HBT_3', 'TetR_N', 'TetR_C_6', 'TetR_C_11', 'Amidohydro_2', 'P450_rel_GT_act', 'Fer4_13', 'Fer4_6', 'Fer4', 'Fer4_2', 'adh_short_C2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'actino_HemFlav', 'TetR_N', 'TetR_C_29']",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_028463685.1,zzzz390,"['Rv1155_F420', 'GMC_mycofac_2', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'cyc_hxne_CoA_dh', 'protocat_pcaD', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DNA_alkylation', 'Pyr_redox_2', 'Reductase_C', 'RNase_II_C_S1']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_168589260.1,zzzz399,"['DUF4442', 'LysR_substrate', 'HTH_20', 'actino_HemFlav', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'pilus_cpaD', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'gas_vesic_GvpN', 'KRTAP', 'VWA_CoxE', 'Methyltransf_25', 'BioC', 'Response_reg', 'GerE']",1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
WP_163801650.1,zzzz401,"['Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'Fe_dep_repress', 'Pyr_redox_2', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'mycofact_TetR', 'CYP450_TxtE']",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_091116318.1,zzzz408,"['Polyketide_cyc2', 'Aldo_ket_red', 'VWA_CoxE', 'AAA_5', 'chaperone_ClpB', 'CbbQ_C', 'NDMA_methanol', 'am_tr_V_VC1184', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Pyrid_ox_like', 'efflux_Bcr_CflA', 'mycofact_creat', 'NTP_transf_9', 'Transp_cyt_pur', 'thia_cytX', 'Peripla_BP_2', 'Isochorismatase', 'PqqA']",1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
WP_068268947.1,zzzz571,"['NDMA_methanol', 'AAA_5', 'VWA_CoxE', 'DUF4347', 'Fe-ADH', 'HisKA_3', 'Response_reg', 'GerE', 'Methyltransf_11', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM']",1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1
WP_098957458.1,zzzz773,"['CO_dehy_Mo_lg', '4hydroxCoAred', 'mycofact_glyco', 'Phosphodiest', 'FTHFS', 'FTCD_C', 'mycofact_creat', 'mycofact_OYE_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF952', 'Acetyltransf_1', 'NDMA_methanol', 'AAA_5', 'VWA_CoxE', 'Spectrin', 'gcvT', 'cyclo_dehyd_2', '/NonD']",1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
WP_166631179.1,zzzz895,"['F5_F8_type_C', 'Peptidase_M19', 'SMI1_KNR4', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'gas_vesic_GvpN', 'VWA_CoxE', 'fvmX3', 'Methyltransf_25', 'betaine_BetI', 'FMO-like', 'adh_short', 'HpnA', 'GerE', 'HTH_10']",1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
WP_116376372.1,zzzzz16,"['EF-Tu', 'SDR_subfam_1', 'P450_rel_GT_act', 'TetR_N', 'HTH_11', 'VWA_3', 'Pyr_redox_2', 'Reductase_C', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'RelB', 'CYP450_TxtE']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_122441348.1,zzzzz69,"['SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'thiaz-red', 'TIGR00702', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_11']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_081287784.1,zzzzz97,"['TetR_N', 'efflux_EmrB', 'PE', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'SHOCT', 'cytochro_ccmI']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_093720014.1,zzzz104,"['Fe-ADH', 'HisKA_3', 'Response_reg', 'GerE', 'HTH_38', 'Methyltransf_25', 'VWA_CoxE', 'DUF6415', 'AAA_5', 'AAA', 'NDMA_methanol', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Ac_CoA_lig_AcsA', 'adh_short', 'adk']",1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1
WP_211281948.1,zzzz106,"['CYP450_TxtE', 'TetR_N', 'mycofact_TetR', 'RelB', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF2332', 'Pyr_redox_2', 'Reductase_C', 'AsnC_trans_reg', 'HTH_AsnC-type', 'HTH_Tnp_ISL3', 'ADI', 'arcA', 'NS1_C', 'SDR_subfam_1']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_070938502.1,zzzz109,"['Usp', '2A0306', 'Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'AsnC_trans_reg', 'MarR_2', 'HTH_Tnp_ISL3', 'Pyr_redox_2', 'Reductase_C', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', '2A0305', 'EutB', 'EutC']",1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_075847789.1,zzzz119,"['CobN-Mg_chel', 'greA', 'Abhydrolase_6', 'NPCBM', 'Metallophos', 'NPCBM_assoc', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_2', 'mycofact_glyco', 'Methyltransf_19', 'FAD_binding_4']",1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_179724133.1,zzzz152,"['AurF', 'gltD_gamma_fam', 'GOGAT_sm_gam', 'Pyr_redox_2', 'Fer4', 'AAA_33', 'actino_HemFlav', 'mycofact_glyco', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'NDMA_methanol', 'AAA_5', 'AAA', 'hslU', 'VWA_CoxE', 'Methyltransf_11', 'GerE', 'Response_reg', 'HTH_38', 'HisKA_3', 'HATPase_c_2', 'Fe-ADH']",0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1
WP_222194675.1,zzzz155,"['padR_acidobact', 'LPXTG_anchor', 'Ribosomal_L31', 'Peripla_BP_2', 'mycofact_creat', 'TrkA_N', 'TrkA_C', '2a38', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofact_TetR', 'GGDEF', 'DUF4134', 'DSBA', 'Polyketide_cyc2', 'HTH_20', 'HTH_24']",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_134066066.1,zzzz355,"['EutC', 'EutB', '2A0305', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'AsnC_trans_reg', 'MarR_2', 'HTH_Tnp_ISL3', 'DDAH_eukar', 'Orn_aminotrans', '2A0306', 'Usp']",1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_224499651.1,zzzz358,"['VWA_CoxE', 'FAD_binding_3', 'actino_HemFlav', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'EAL', 'Pyrid_ox_like', 'UPF0225', 'SEC-C', 'mycofact_creat', 'Peripla_BP_2', 'mycofact_glyco']",1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WP_180748693.1,zzzz369,"['EutC', 'EutB', '2A0305', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'AsnC_trans_reg', 'MarR_2', 'HTH_Tnp_ISL3', 'DDAH_eukar', 'Orn_aminotrans', '2A0306', 'Usp']",1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_155937285.1,zzzz392,"['EutB', '2A0305', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'AsnC_trans_reg', 'MarR_2', 'HTH_Tnp_ISL3', 'DDAH_eukar', 'Orn_aminotrans', '2A0306', 'Usp']",1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_041451260.1,zzzz538,"['enACPred_II', 'ECH_1', 'TetR_N', 'betaine_BetI', 'Abhydrolase_3', 'Response_reg', 'GerE', 'HisKA_3', 'HATPase_c_2', 'ORF_12_N', 'Fe-ADH', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'MucB_RseB_C', 'DUF6358', 'DUF6131', 'CsbD', 'DUF6232']",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
WP_113797796.1,zzzz578,"['AAA_5', 'MCM', 'AAA_30', 'Rxyl_3153', 'FAD_binding_3', 'NAD_binding_8', 'DUF1707', 'actino_HemFlav', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Pyrid_ox_like', 'TetR_C_1', 'drrA', 'drrB', 'ABC2_membrane', 'UPF0225', 'SEC-C', 'mycofact_creat', 'Peripla_BP_2']",1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_079671634.1,zzzz644,"['Usp', '2A0306', 'Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'AsnC_trans_reg', 'MarR_2', 'HTH_Tnp_ISL3', 'Pyr_redox_2', 'Reductase_C', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', '2A0305', 'EutB', 'EutC']",1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_188587400.1,zzzz732,"['Enolase_like_N', 'MR_MLE_C', 'GerE', 'WD40', 'PD40', 'HTH_31', 'TniB', 'TPR_9', 'DUF6013', 'DUF4131', 'WzyE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SCM_rSAM_ScmE', 'actino_HemFlav', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'Rv1155_F420', 'adh_short', 'dhbA_paeA']",1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_114515823.1,zzzz790,"['sixA', 'sixA', 'dak_ATP', 'GMC_mycofac_2', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Hydrolase_4', 'MLTR_LBD', 'couple_hipB', 'adh_short', 'HTH_30', 'GGDEF_2', 'AMP-binding', 'AMP-binding_C', 'DUF3556']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_188780455.1,zzzz795,"['Fe-ADH', 'HisKA_3', 'HATPase_c', 'Response_reg', 'GerE', 'Methyltransf_25', 'VWA_CoxE', 'maiA', 'AAA_5', 'TsaE', 'NDMA_methanol', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Trans_reg_C', 'SnoaL_2', 'LysR_substrate', 'HTH_1', 'EamA', 'ectoine_ehuA']",1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1
WP_131767354.1,zzzz871,"['B4_12hDH', 'mft_etfB', 'Fer4_2', 'aprB', 'GG-red-SF', 'DAO', 'ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'Thi4', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Fer4_15', 'pter_reduc_Leis', 'pimC_large', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_M', 'TetR_N', 'CoA_transf_3']",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_200072267.1,zzzzz28,"['SDR_subfam_2', 'mft_etfB', 'Fer4_2', 'Fer4', 'GG-red-SF', 'Pyr_redox', 'ETF_alpha', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF5753', 'HTH_31', 'DUF397', 'SUFU', 'DUF6507']",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_156112049.1,zzzz147,"['Pyr_redox_2', 'Reductase_C', 'glut_race', 'TetR_N', 'mycofact_TetR', 'SPW', 'PA_CoA_Oxy5', 'Methyltransf_11', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'DoxX_2', 'HpaR', 'mycofact_creat']",1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0
WP_071066652.1,zzzz185,"['FAD_binding_2', 'Fer2', 'Amidohydro_2', 'lipA', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'TetR_N', 'adh_short_C2', 'Amidohydro_2', 'Zn_peptidase', 'WXG100']",1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_072842753.1,zzzz189,"['TetR_N', 'TetR_C_13', 'MFS_1', 'His_Phos_1', 'mycofact_OYE_2', 'mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'TetR_C_1', 'TetR_N', 'PA_CoA_Oxy5', 'DNA_alkylation', 'SPW', 'TetR_N', 'mycofact_TetR', 'glut_race']",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_216926636.1,zzzz207,"['MarR', 'chol_sulf_TF', 'mycofact_TetR', 'AAA_33', 'IstB_IS21', 'rve', 'HTH_AsnC-type', 'KORA', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'pcaR_pcaU']",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_088944898.1,zzzz276,"['Ribonuc_L-PSP', 'Amino_oxidase', '2A0306', 'pcaR_pcaU', 'mycofact_OYE_2', 'mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'GerE', 'Response_reg', 'HisKA_3', 'Fe-ADH', 'VWA_CoxE', 'AAA_5', 'AAA_30']",1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1
WP_123389035.1,zzzz329,"['DSBA', 'Polyketide_cyc2', 'SmpB', 'Glyco_hydro_15', 'TREH_N', 'zwf', 'SigBFG', 'Sig-70_plancto1', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'VWA_CoxE', 'AAA_5', 'BchD-ChlD', 'Mg_chelatase', 'Rxyl_3153']",1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
WP_097182813.1,zzzz373,"['Peripla_BP_2', 'mycofact_creat', 'drrB', 'drrA', 'TetR_C_1', 'Pyrid_ox_like', 'EAL', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'SDR_subfam_1', 'actino_HemFlav', 'UPF0014', 'FAD_binding_3', 'Se_ygfK', 'Rxyl_3153']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_137799491.1,zzzz470,"['mycofact_glyco', 'mycofact_creat', 'DUF222', 'HNH', 'mycofact_OYE_2', 'SDR_subfam_1', 'mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'DUF1127', 'PA_CoA_Oxy5', 'SPW', 'IPTL_CTERM', 'TetR_N', 'betaine_BetI', 'glut_race', 'Pyr_redox_2', 'Reductase_C']",1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0
WP_131748170.1,zzzz487,"['ECH_1', 'mycofact_glyco', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Na_H_Exchanger', 'FAD_binding_3', 'rimK_fam', 'RraA-like', 'Methyltransf_11', 'Methyltransf_12', 'TOMM_kin_cyc', 'GerE', 'MarR', 'GntR']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
WP_122191250.1,zzzz490,"['Aldedh', 'PA_CoA_ligase', 'Rxyl_3153', 'adh_short_C2', 'Cupin_2', 'LysR_substrate', 'HTH_1', 'pcaR_pcaU', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_creat', 'Hydrolase_4', 'Aldedh', 'ABM']",1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_137724950.1,zzzz505,"['Pyr_redox_2', 'glut_race', 'TetR_N', 'mycofact_TetR', 'betaine_BetI', 'SPW', 'PA_CoA_Oxy5', 'Methyltransf_11', 'mycofact_TetR', 'HTH_23', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'mycofact_OYE_2', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
WP_070377795.1,zzzz602,"['TetR_N', 'TetR_C_31', 'SPW', 'PA_CoA_Oxy5', 'drrA', 'Wzz', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'T7SS_ESX_EspC']",1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_013809152.1,zzzz607,"['XdhC_C', 'XdhC_CoxI', 'TetR_N', 'TetR_C_24', 'DoxX_2', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'AMP-binding', 'AMP-binding_C', 'SNF', 'MaAIMP_sms', 'IclR', 'HTH_IclR', 'MIP', 'dhaK1']",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_149432904.1,zzzz685,"['Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'TetR_C_1', 'PA_CoA_Oxy5', 'DNA_alkylation', 'glut_race', 'Pyr_redox_2', 'Ubi-OHases', 'adh_short', 'PHB_DH']",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WP_142259239.1,zzzz698,"['DUF4352', 'DUF5606', 'CarboxypepD_reg', 'DJC28_CD', 'SDR_subfam_2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'DUF1127', 'GG-red-SF', 'DAO', 'Fer4_2', 'Fer4', 'mft_etfB', 'mycofact_creat']",1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_131576677.1,zzzz747,"['mycofact_glyco', 'mycofact_creat', 'Ricin_B_lectin', 'mycofact_OYE_2', 'SDR_subfam_1', 'mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'PA_CoA_Oxy5', 'SPW', 'BNR', 'TetR_N', 'mycofact_TetR', 'glut_race', 'Pyr_redox_2']",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
WP_192165965.1,zzzz751,"['ECH_1', 'ECH_1', 'cyc_hxne_CoA_dh', 'APH', 'Oxidored_FMN', 'GAF', 'HTH_28', 'HAD-SF-IA-v3', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'betA', 'Oxidored_FMN', 'adh_short', 'AcAcCoA_reduct', 'SnoaL_2']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
