Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Name1,Description1,E-value1,PfamID2,Name2,Description2,E-value2,PfamID3,Name3,Description3,E-value3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646932.1,22579,23308,+,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,2E-97,PF02633,Creatininase,Creatinine amidohydrolase,1.3E-58,TIGR04448,TIGR04448,creatininase: creatininase,2.3E-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_255603345.1,23328,24717,+,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,4.8E-127,PF13632,Glyco_trans_2_3,Glycosyl transferase family group 2,1.5E-14,TIGR04283,TIGR04283,"glyco_like_mftF: transferase 2, rSAM/selenodomain-associated",5E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646852.1,24718,25990,+,TIGR04542,TIGR04542,GMC_mycofac_2: GMC family mycofactocin-associated oxidreductase,1.3E-144,TIGR03970,TIGR03970,"Rv0697: dehydrogenase, Rv0697 family",1.8E-35,TIGR01810,TIGR01810,betA: choline dehydrogenase,1.9E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_005209218.1,26006,27617,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646854.1,28082,27650,-,TIGR00249,TIGR00249,sixA: phosphohistidine phosphatase SixA,3.8E-13,PF00300,His_Phos_1,Histidine phosphatase superfamily (branch 1),1.7E-11,TIGR01258,TIGR01258,pgm_1: phosphoglycerate mutase 1 family,1.4E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_224646848.1,Tsukamurella sp. M9C,NZ_JAIULG010000016.1,WP_224646855.1,28545,28092,-,TIGR00249,TIGR00249,sixA: phosphohistidine phosphatase SixA,1.5E-15,PF00300,His_Phos_1,Histidine phosphatase superfamily (branch 1),8.9E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_035850803.1,2719169,2720648,+,PF02610,Arabinose_Isome,L-arabinose isomerase,5E-171,PF11762,Arabinose_Iso_C,L-arabinose isomerase C-terminal domain,2E-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_063725706.1,2720733,2722371,+,PF00015,MCPsignal,Methyl-accepting chemotaxis protein (MCP) signalling domain,1.6E-35,PF12729,4HB_MCP_1,Four helix bundle sensory module for signal transduction,2.4E-23,PF00672,HAMP,HAMP domain,3.5E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_051570089.1,2722424,2724731,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_051570090.1,2724730,2726206,+,TIGR00254,TIGR00254,GGDEF: diguanylate cyclase (GGDEF) domain,5.7E-38,PF00990,GGDEF,"Diguanylate cyclase, GGDEF domain",2.6E-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_035850804.1,2726285,2727407,+,PF01717,Meth_synt_2,"Cobalamin-independent synthase, Catalytic domain",1.2E-14,TIGR01371,TIGR01371,met_syn_B12ind: 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,6.1E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_035850805.1,2728813,2727403,-,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,2.9E-109,PF00535,Glycos_transf_2,Glycosyl transferase family 2,9.9E-21,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,2.9E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_084700407.1,2729481,2728809,-,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,2.3E-80,PF17754,TetR_C_14,MftR C-terminal domain,3.1E-39,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",1.2E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_035850806.1,2729585,2729702,+,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,2.6E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_035850807.1,2729714,2730029,+,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,3.3E-32,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,5.3E-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_035850809.1,2730025,2731297,+,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,1E-199,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,1.3E-51,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,2.6E-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_035850811.1,2731301,2733260,+,TIGR03996,TIGR03996,mycofact_OYE_1: mycofactocin system FadH/OYE family oxidoreductase 1,2.2E-256,TIGR03997,TIGR03997,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,8.9E-152,PF00724,Oxidored_FMN,NADH:flavin oxidoreductase / NADH oxidase family,3.3E-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_035850813.1,2733320,2734133,+,TIGR03971,TIGR03971,SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase,1.3E-111,PF00106,adh_short,short chain dehydrogenase,1.1E-47,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,2.2E-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_035850814.1,2734147,2734987,+,TIGR03971,TIGR03971,SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase,3.6E-124,TIGR04504,TIGR04504,SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase,3.9E-52,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,9.4E-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_035850815.1,2735041,2735974,+,PF07728,AAA_5,AAA domain (dynein-related subfamily),3.4E-24,TIGR02640,TIGR02640,gas_vesic_GvpN: gas vesicle protein GvpN,2.2E-23,PF07726,AAA_3,ATPase family associated with various cellular activities (AAA),5E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_084700409.1,2736115,2736985,+,PF13519,VWA_2,von Willebrand factor type A domain,1.1E-10,TIGR03788,TIGR03788,marine_srt_targ: marine proteobacterial sortase target protein,1.6E-07,PF05762,VWA_CoxE,VWA domain containing CoxE-like protein,6.3E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_035850816.1,2736986,2738885,+,TIGR03997,TIGR03997,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,1.7E-259,TIGR03996,TIGR03996,mycofact_OYE_1: mycofactocin system FadH/OYE family oxidoreductase 1,1.6E-115,PF00724,Oxidored_FMN,NADH:flavin oxidoreductase / NADH oxidase family,6.9E-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035850807.1,Cryptosporangium arvum DSM 44712,NZ_KK073874.1,WP_051570091.1,2738881,2739433,+,PF00766,ETF_alpha,Electron transfer flavoprotein FAD-binding domain,3.5E-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733321.1,1956,36,-,TIGR02188,TIGR02188,Ac_CoA_lig_AcsA: acetate--CoA ligase,7E-283,TIGR02316,TIGR02316,propion_prpE: propionate--CoA ligase,5E-171,PF00501,AMP-binding,AMP-binding enzyme,3.9E-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733322.1,3567,2025,-,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,1.3E-143,PF00535,Glycos_transf_2,Glycosyl transferase family 2,4.1E-22,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,3.2E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733323.1,4349,3563,-,TIGR04504,TIGR04504,SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase,9.4E-117,TIGR03971,TIGR03971,SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase,2.7E-57,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,8E-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733324.1,5074,4345,-,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,1.4E-95,PF02633,Creatininase,Creatinine amidohydrolase,3.7E-57,TIGR04448,TIGR04448,creatininase: creatininase,2.6E-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733325.1,6297,5127,-,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",3.5E-220,PF01070,FMN_dh,FMN-dependent dehydrogenase,1.3E-106,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,2.4E-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733326.1,7522,6349,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,1.1E-196,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,5.9E-49,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,4.2E-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733327.1,7857,7557,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,3.1E-29,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,4.9E-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733328.1,7990,7867,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,4.5E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733329.1,8242,9535,+,TIGR04266,TIGR04266,NDMA_methanol: NDMA-dependent methanol dehydrogenase,6.7E-207,PF00465,Fe-ADH,Iron-containing alcohol dehydrogenase,4.1E-106,TIGR02638,TIGR02638,lactal_redase: lactaldehyde reductase,1.3E-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_009322504.1,9614,10529,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733330.1,10868,12416,+,PF05762,VWA_CoxE,VWA domain containing CoxE-like protein,6.1E-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733331.1,12412,13357,+,PF13649,Methyltransf_25,Methyltransferase domain,3.1E-11,PF08241,Methyltransf_11,Methyltransferase domain,3.3E-11,TIGR01934,TIGR01934,MenG_MenH_UbiE: ubiquinone/menaquinone biosynthesis methyltransferase,0.00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733332.1,14053,13369,-,PF00072,Response_reg,Response regulator receiver domain,1.9E-23,PF00196,GerE,"Bacterial regulatory proteins, luxR family",6E-20,TIGR02875,TIGR02875,spore_0_A: sporulation transcription factor Spo0A,1.3E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733362.1,15422,14042,-,PF07730,HisKA_3,Histidine kinase,1.7E-11,PF13581,HATPase_c_2,Histidine kinase-like ATPase domain,7.5E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_223733327.1,Streptomyces purpurogeneiscleroticus,NZ_NHSG01000196.1,WP_223733333.1,16692,15441,-,PF00465,Fe-ADH,Iron-containing alcohol dehydrogenase,2.9E-114,TIGR02638,TIGR02638,lactal_redase: lactaldehyde reductase,1.1E-97,TIGR03405,TIGR03405,Phn_Fe-ADH: phosphonate metabolism-associated iron-containing alcohol dehydrogenase,7.7E-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_035391145.1,11428,10975,-,PF02082,Rrf2,Iron-dependent Transcriptional regulator,1.5E-40,TIGR00738,TIGR00738,rrf2_super: Rrf2 family protein,7.1E-37,TIGR02010,TIGR02010,IscR: iron-sulfur cluster assembly transcription factor IscR,1.4E-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_052566188.1,11515,12655,+,PF01663,Phosphodiest,Type I phosphodiesterase / nucleotide pyrophosphatase,1.6E-21,PF01676,Metalloenzyme,Metalloenzyme superfamily,2E-06,TIGR01307,TIGR01307,"pgm_bpd_ind: phosphoglycerate mutase (2,3-diphosphoglycerate-independent)",0.00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_035391143.1,12705,13191,+,PF10759,BPA,Bacterial proteasome activator,8.1E-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_035391141.1,13187,13670,+,TIGR00689,TIGR00689,"rpiB_lacA_lacB: sugar-phosphate isomerase, RpiB/LacA/LacB family",1.1E-50,PF02502,LacAB_rpiB,Ribose/Galactose Isomerase,1.6E-48,TIGR01120,TIGR01120,rpiB: ribose 5-phosphate isomerase B,1.8E-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_160290376.1,13662,14760,+,PF12740,Chlorophyllase2,Chlorophyllase enzyme,2E-07,PF03959,FSH1,Serine hydrolase (FSH1),0.00046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_236684636.1,14873,15929,+,PF01425,Amidase,Amidase,1.2E-53,TIGR00132,TIGR00132,"gatA: aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit",1.2E-46,TIGR02715,TIGR02715,"amido_AtzE: amidohydrolase, AtzE family",8.3E-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_035391134.1,15990,17559,+,TIGR02278,TIGR02278,PaaN-DH: phenylacetic acid degradation protein paaN,1.6E-153,PF00171,Aldedh,Aldehyde dehydrogenase family,1.7E-58,TIGR03216,TIGR03216,OH_muco_semi_DH: 2-hydroxymuconic semialdehyde dehydrogenase,3.7E-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_052566189.1,17747,18362,+,PF01385,OrfB_IS605,Probable transposase,5.4E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_035391132.1,18702,19059,+,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,4.2E-11,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,6.7E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_052566191.1,19061,20246,+,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,2.8E-151,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,1.6E-45,TIGR04053,TIGR04053,"sam_11: radical SAM protein, BA_1875 family",1.5E-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_035391130.1,20321,22007,+,TIGR00254,TIGR00254,GGDEF: diguanylate cyclase (GGDEF) domain,1.8E-47,PF00990,GGDEF,"Diguanylate cyclase, GGDEF domain",5.7E-39,PF01590,GAF,GAF domain,9.4E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_035391129.1,22053,23313,+,TIGR00508,TIGR00508,bioA: adenosylmethionine-8-amino-7-oxononanoate transaminase,2.1E-86,PF00202,Aminotran_3,Aminotransferase class-III,2.4E-83,TIGR00707,TIGR00707,"argD: transaminase, acetylornithine/succinylornithine family",1.4E-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_035391127.1,24109,23329,-,TIGR04504,TIGR04504,SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase,4E-72,TIGR03971,TIGR03971,SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase,6.4E-51,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,2.7E-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_035391125.1,24819,24105,-,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,4.4E-57,PF02633,Creatininase,Creatinine amidohydrolase,9.3E-49,TIGR04448,TIGR04448,creatininase: creatininase,7E-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_052566192.1,25123,25639,+,TIGR00249,TIGR00249,sixA: phosphohistidine phosphatase SixA,7.2E-10,PF00300,His_Phos_1,Histidine phosphatase superfamily (branch 1),1.2E-09,TIGR03848,TIGR03848,"MSMEG_4193: probable phosphomutase, MSMEG_4193 family",6.7E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_035391123.1,25686,27060,+,TIGR00237,TIGR00237,"xseA: exodeoxyribonuclease VII, large subunit",2E-68,PF02601,Exonuc_VII_L,"Exonuclease VII, large subunit",3.8E-51,PF13742,tRNA_anti_2,OB-fold nucleic acid binding domain,1.1E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_035391132.1,Ferrimicrobium acidiphilum DSM 19497,NZ_JXUW01000021.1,WP_035391121.1,27056,27311,+,TIGR01280,TIGR01280,"xseB: exodeoxyribonuclease VII, small subunit",8.6E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479046.1,5618387,5618609,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479047.1,5618714,5620784,+,PF05345,He_PIG,Putative Ig domain,2.2E-16,PF01433,Peptidase_M1,Peptidase family M1 domain,4.4E-13,TIGR02412,TIGR02412,pepN_strep_liv: aminopeptidase N,8.8E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479048.1,5621242,5620885,-,PF04237,YjbR,YjbR,1.8E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479049.1,5621289,5622069,+,PF03881,Fructosamin_kin,Fructosamine kinase,3.1E-37,PF01636,APH,Phosphotransferase enzyme family,2.2E-13,PF19974,TCAD9,Ternary complex associated domain 9,0.00047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479050.1,5622725,5622065,-,PF07510,DUF1524,Protein of unknown function (DUF1524),6.2E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479051.1,5623729,5622814,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_245805120.1,5623934,5625539,+,TIGR02915,TIGR02915,PEP_resp_reg: PEP-CTERM-box response regulator transcription factor,3.5E-15,PF02954,HTH_8,"Bacterial regulatory protein, Fis family",2.6E-14,TIGR01818,TIGR01818,ntrC: nitrogen regulation protein NR(I),3.5E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072482210.1,5625625,5626735,+,TIGR03989,TIGR03989,"Rxyl_3153: NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family",1.8E-169,TIGR02818,TIGR02818,adh_III_F_hyde: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,3.4E-74,TIGR03451,TIGR03451,mycoS_dep_FDH: S-(hydroxymethyl)mycothiol dehydrogenase,1.1E-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479052.1,5626750,5626987,+,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,3.1E-08,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,5E-06,RREFam013,Goadsporin_CD_RRE,RRE-containing CD fusion protein in a goadsporin cluster,0.00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479053.1,5628765,5627031,-,TIGR02720,TIGR02720,pyruv_oxi_spxB: pyruvate oxidase,2.3E-99,TIGR00118,TIGR00118,"acolac_lg: acetolactate synthase, large subunit, biosynthetic type",4E-86,TIGR03457,TIGR03457,sulphoacet_xsc: sulfoacetaldehyde acetyltransferase,3.6E-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479054.1,5628835,5629738,+,PF03466,LysR_substrate,LysR substrate binding domain,4.3E-46,TIGR03339,TIGR03339,phn_lysR: aminoethylphosphonate catabolism associated LysR family transcriptional regulator,1.1E-30,TIGR02424,TIGR02424,TF_pcaQ: pca operon transcription factor PcaQ,6.6E-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479055.1,5629789,5630887,+,TIGR00846,TIGR00846,caca2: calcium/proton exchanger,6.6E-62,PF01699,Na_Ca_ex,Sodium/calcium exchanger protein,2.1E-22,TIGR00378,TIGR00378,cax: calcium/proton exchanger,3.2E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479056.1,5633291,5630876,-,PF07228,SpoIIE,Stage II sporulation protein E (SpoIIE),2.2E-43,PF03861,ANTAR,ANTAR domain,1.9E-11,PF08447,PAS_3,PAS fold,2.9E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479057.1,5637841,5633287,-,TIGR02956,TIGR02956,TMAO_torS: TMAO reductase sytem sensor TorS,1.2E-89,PF00672,HAMP,HAMP domain,4.3E-72,PF18947,HAMP_2,HAMP domain,3E-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072482211.1,5639131,5638159,-,PF01544,CorA,CorA-like Mg2+ transporter protein,5.5E-63,TIGR00383,TIGR00383,corA: magnesium and cobalt transport protein CorA,1.2E-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479058.1,5639243,5640188,+,PF14525,AraC_binding_2,AraC-binding-like domain,2.4E-33,PF12833,HTH_18,Helix-turn-helix domain,3.3E-22,PF00165,HTH_AraC,"Bacterial regulatory helix-turn-helix proteins, AraC family",8.5E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_072479052.1,Amycolatopsis australiensis,NZ_FPJG01000006.1,WP_072479059.1,5640245,5641013,+,PF17409,MoaF_C,MoaF C-terminal domain,6.8E-36,PF10703,MoaF,MoaF N-terminal domain,1.1E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
